SYSTEM,SITE,LAT,LON,CELL_NAME,CID,DIR,ANT_BW,LAC,MCC,MNC,EUARFCN,PCI
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-1C,31,310,30,36254,520,17,38852,421
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-2C,32,310,30,36254,520,17,39050,421
LTE,SKA0609,7.14937,100.59624,L23-SKA0609-3C,33,310,30,36254,520,17,39248,421
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-1B,21,360,170,36254,520,17,38852,436
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-2B,22,360,170,36254,520,17,39050,436
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-3B,23,360,170,36254,520,17,39248,436
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-1A,11,360,170,36254,520,17,38852,435
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-2A,12,360,170,36254,520,17,39050,435
LTE,SKA0282,7.15332336,100.6011703,L23-SKA0282-3A,13,360,170,36254,520,17,39248,435
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-1E,51,250,30,36254,520,17,38852,338
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-2E,52,250,30,36254,520,17,39050,338
LTE,SKA0066,7.142023,100.626597,L23-SKA0066-3E,53,250,30,36254,520,17,39248,338
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-1E,51,240,30,36254,520,17,38852,360
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-2E,52,240,30,36254,520,17,39050,360
LTE,SKA0217,7.1691399,100.6036962,L23-SKA0217-3E,53,240,30,36254,520,17,39248,360
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-1D,41,85,30,36254,520,17,38852,335
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-2D,42,85,30,36254,520,17,39050,335
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-3D,43,85,30,36254,520,17,39248,335
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-1E,51,145,30,36254,520,17,38852,91
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-2E,52,145,30,36254,520,17,39050,91
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-3E,53,145,30,36254,520,17,39248,91
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-2F,62,205,30,36254,520,17,39050,92
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-3F,63,205,30,36254,520,17,39248,92
LTE,SKA0238,7.178151,100.599835,L23-SKA0238-1F,61,205,30,36254,520,17,38852,92
LTE,SKA0625,7.1638,100.605,L23-SKA0625-1F,61,285,30,36254,520,17,38852,200
LTE,SKA0625,7.1638,100.605,L23-SKA0625-2F,62,285,30,36254,520,17,39050,200
LTE,SKA0625,7.1638,100.605,L23-SKA0625-3F,63,285,30,36254,520,17,39248,200
LTE,SKA0483,7.149,100.61055,L23-SKA0483-1A,11,20,30,36254,520,17,38852,113
LTE,SKA0483,7.149,100.61055,L23-SKA0483-2A,12,20,30,36254,520,17,39050,113
LTE,SKA0483,7.149,100.61055,L23-SKA0483-3A,13,20,30,36254,520,17,39248,113
LTE,SKA0483,7.149,100.61055,L23-SKA0483-3B,23,130,30,36254,520,17,39248,112
LTE,SKA0483,7.149,100.61055,L23-SKA0483-2B,22,130,30,36254,520,17,39050,112
LTE,SKA0483,7.149,100.61055,L23-SKA0483-1B,21,130,30,36254,520,17,38852,112
LTE,SKA0483,7.149,100.61055,L23-SKA0483-1C,31,210,30,36254,520,17,38852,111
LTE,SKA0483,7.149,100.61055,L23-SKA0483-2C,32,210,30,36254,520,17,39050,111
LTE,SKA0483,7.149,100.61055,L23-SKA0483-3C,33,210,30,36254,520,17,39248,111
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-1A,11,330,30,36254,520,17,38852,159
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-2A,12,330,30,36254,520,17,39050,159
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-3A,13,330,30,36254,520,17,39248,159
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-3B,23,150,30,36254,520,17,39248,160
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-2B,22,150,30,36254,520,17,39050,160
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-1B,21,150,30,36254,520,17,38852,160
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-1C,31,250,30,36254,520,17,38852,161
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-2C,32,250,30,36254,520,17,39050,161
LTE,SKA0251,7.162498,100.630571,L23-SKA0251-3C,33,250,30,36254,520,17,39248,161
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-1A,11,20,30,36254,520,17,38852,183
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-2A,12,20,30,36254,520,17,39050,183
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-3A,13,20,30,36254,520,17,39248,183
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-3B,23,140,30,36254,520,17,39248,185
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-2B,22,140,30,36254,520,17,39050,185
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-1B,21,140,30,36254,520,17,38852,185
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-1C,31,200,30,36254,520,17,38852,180
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-2C,32,200,30,36254,520,17,39050,180
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-3C,33,200,30,36254,520,17,39248,180
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-3D,43,305,30,36254,520,17,39248,184
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-2D,42,305,30,36254,520,17,39050,184
LTE,SKA0239,7.151287,100.620048,L23-SKA0239-1D,41,305,30,36254,520,17,38852,184
