SYSTEM,SITE,ENBID,ENBNAME,SITE_NAME,CID,CELL_NAME,LAT,LON,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,43,L23-CBI0366-3D,12.95428898,100.9070315,140,30,33081,39248,133,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,51,L23-CBI0366-1E,12.95428898,100.9070315,200,30,33081,38852,132,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,52,L23-CBI0366-2E,12.95428898,100.9070315,200,30,33081,39050,132,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,53,L23-CBI0366-3E,12.95428898,100.9070315,200,30,33081,39248,132,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,61,L23-CBI0366-1F,12.95428898,100.9070315,260,30,33081,38852,134,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,62,L23-CBI0366-2F,12.95428898,100.9070315,260,30,33081,39050,134,520,17
LTE,CBI0366,500031,CBI0366-L23,BANGKOK_PATTAYA,63,L23-CBI0366-3F,12.95428898,100.9070315,260,30,33081,39248,134,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,51,L23-CBI0885-1E,13.024722,101.0725,220,30,33092,38852,212,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,52,L23-CBI0885-2E,13.024722,101.0725,220,30,33092,39050,212,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,53,L23-CBI0885-3E,13.024722,101.0725,220,30,33092,39248,212,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,61,L23-CBI0885-1F,13.024722,101.0725,280,30,33092,38852,90,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,62,L23-CBI0885-2F,13.024722,101.0725,280,30,33092,39050,90,520,17
LTE,CBI0885,500507,CBI0885-L23,CHAT-THONG VILLA,63,L23-CBI0885-3F,13.024722,101.0725,280,30,33092,39248,90,520,17
LTE,CBI0073,500149,CBI0073-L23,KOCHAN,42,L23-CBI0073-2D,13.414166,101.330833,240,30,33092,39050,247,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,62,L23-CBI0162-2F,13.1777974,100.9390056,300,30,33091,39050,25,520,17
LTE,CBI0080,500156,CBI0080-L23,SRIPATOOM_U,41,L23-CBI0080-1D,13.41740647,100.9929596,310,30,33161,38852,367,520,17
LTE,CBI0080,500156,CBI0080-L23,SRIPATOOM_U,42,L23-CBI0080-2D,13.41740647,100.9929596,310,30,33161,39050,367,520,17
LTE,CBI0080,500156,CBI0080-L23,SRIPATOOM_U,43,L23-CBI0080-3D,13.41740647,100.9929596,310,30,33161,39248,367,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,51,L23-RYG0614-1E,12.680775,101.240768,250,30,33122,38852,311,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,52,L23-RYG0614-2E,12.680775,101.240768,250,30,33122,39050,311,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,53,L23-RYG0614-3E,12.680775,101.240768,250,30,33122,39248,311,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,61,L23-RYG0614-1F,12.680775,101.240768,310,30,33122,38852,309,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,62,L23-RYG0614-2F,12.680775,101.240768,310,30,33122,39050,309,520,17
LTE,RYG0614,501749,RYG0614-L23,SANGCHAN_ROAD,63,L23-RYG0614-3F,12.680775,101.240768,310,30,33122,39248,309,520,17
LTE,CBI0066,500143,CBI0066-L23,REMOTE_RRU_CAFE DE BEACH,61,L23-CBI0066-1F,13.00018,100.92584,310,30,33081,38852,321,520,17
LTE,CBI0066,500143,CBI0066-L23,REMOTE_RRU_CAFE DE BEACH,62,L23-CBI0066-2F,13.00018,100.92584,310,30,33081,39050,321,520,17
LTE,CBI0066,500143,CBI0066-L23,REMOTE_RRU_CAFE DE BEACH,63,L23-CBI0066-3F,13.00018,100.92584,310,30,33081,39248,321,520,17
LTE,CBI0441,501613,CBI0441-L23,SOIPRACHASUKSAI,41,L23-CBI0441-1D,13.396388,101.019722,240,30,33161,38852,255,520,17
LTE,CBI0441,501613,CBI0441-L23,SOIPRACHASUKSAI,42,L23-CBI0441-2D,13.396388,101.019722,240,30,33161,39050,255,520,17
LTE,CBI0441,501613,CBI0441-L23,SOIPRACHASUKSAI,43,L23-CBI0441-3D,13.396388,101.019722,240,30,33161,39248,255,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,111,L23-RYG0041-1K,12.99433292,101.1319823,230,30,33092,38852,46,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,112,L23-RYG0041-2K,12.99433292,101.1319823,230,30,33092,39050,46,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,113,L23-RYG0041-3K,12.99433292,101.1319823,230,30,33092,39248,46,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,121,L23-RYG0041-1L,12.99433292,101.1319823,270,30,33092,38852,356,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,122,L23-RYG0041-2L,12.99433292,101.1319823,270,30,33092,39050,356,520,17
LTE,RYG0041,500600,RYG0041-L23,PLUAKDANG_RD,123,L23-RYG0041-3L,12.99433292,101.1319823,270,30,33092,39248,356,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,41,L23-CBI0177-1D,13.083611,100.877777,150,30,33091,38852,287,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,42,L23-CBI0177-2D,13.083611,100.877777,150,30,33091,39050,287,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,43,L23-CBI0177-3D,13.083611,100.877777,150,30,33091,39248,287,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,51,L23-CBI0177-1E,13.083611,100.877777,210,30,33091,38852,286,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,52,L23-CBI0177-2E,13.083611,100.877777,210,30,33091,39050,286,520,17
LTE,CBI0177,500213,CBI0177-L23,LAMCHABANG_PORT,53,L23-CBI0177-3E,13.083611,100.877777,210,30,33091,39248,286,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,41,L23-CBI0159-1D,12.94039852,100.9032079,310,30,33081,38852,378,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,42,L23-CBI0159-2D,12.94039852,100.9032079,310,30,33081,39050,378,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,43,L23-CBI0159-3D,12.94039852,100.9032079,310,30,33081,39248,378,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,51,L23-CBI0159-1E,12.94039852,100.9032079,310,30,33081,38852,380,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,52,L23-CBI0159-2E,12.94039852,100.9032079,310,30,33081,39050,380,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,61,L23-RYG0003-1F,12.71796357,101.0499459,280,30,33082,38852,225,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,42,L23-CBI0162-2D,13.1777974,100.9390056,190,30,33091,39050,26,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,43,L23-CBI0162-3D,13.1777974,100.9390056,190,30,33091,39248,26,520,17
LTE,CBI0159,500013,CBI0159-L23,CENTRAL_PARK,53,L23-CBI0159-3E,12.94039852,100.9032079,310,30,33081,39248,380,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,41,L23-CBI0824-1D,13.35721,101.03448,260,30,33163,38852,292,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,42,L23-CBI0824-2D,13.35721,101.03448,260,30,33163,39050,292,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,43,L23-CBI0824-3D,13.35721,101.03448,260,30,33163,39248,292,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,51,L23-CBI0824-1E,13.35721,101.03448,320,30,33163,38852,293,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,52,L23-CBI0824-2E,13.35721,101.03448,320,30,33163,39050,293,520,17
LTE,CBI0824,500476,CBI0824-L23,SUK SAMAT ROAD,53,L23-CBI0824-3E,13.35721,101.03448,320,30,33163,39248,293,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,41,L23-CBI0580-1D,13.0869,100.94775,190,30,33091,38852,319,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,42,L23-CBI0580-2D,13.0869,100.94775,190,30,33091,39050,319,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,43,L23-CBI0580-3D,13.0869,100.94775,190,30,33091,39248,319,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,51,L23-CBI0580-1E,13.0869,100.94775,240,30,33091,38852,320,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,52,L23-CBI0580-2E,13.0869,100.94775,240,30,33091,39050,320,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,53,L23-CBI0580-3E,13.0869,100.94775,240,30,33091,39248,320,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,61,L23-CBI0580-1F,13.0869,100.94775,300,30,33091,38852,318,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,62,L23-CBI0580-2F,13.0869,100.94775,300,30,33091,39050,318,520,17
LTE,CBI0580,500044,CBI0580-L23,CHUMCHON SAHAPAT TANA,63,L23-CBI0580-3F,13.0869,100.94775,300,30,33091,39248,318,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,63,L23-RYG0003-3F,12.71796357,101.0499459,280,30,33082,39248,225,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,71,L23-RYG0003-1G,12.71796357,101.0499459,310,30,33082,38852,226,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,72,L23-RYG0003-2G,12.71796357,101.0499459,310,30,33082,39050,226,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,51,L23-CBI0005-1E,13.28662697,100.9386813,255,30,33162,38852,214,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,52,L23-CBI0005-2E,13.28662697,100.9386813,255,30,33162,39050,214,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,53,L23-CBI0005-3E,13.28662697,100.9386813,255,30,33162,39248,214,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,61,L23-CBI0005-1F,13.28662697,100.9386813,310,30,33162,38852,92,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,62,L23-CBI0005-2F,13.28662697,100.9386813,310,30,33162,39050,92,520,17
LTE,CBI0005,500096,CBI0005-L23,BANGSAN,63,L23-CBI0005-3F,13.28662697,100.9386813,310,30,33162,39248,92,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,51,L23-CBI0852-1E,13.42358,101.10965,150,30,33163,38852,24,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,52,L23-CBI0852-2E,13.42358,101.10965,150,30,33163,39050,24,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,53,L23-CBI0852-3E,13.42358,101.10965,150,30,33163,39248,24,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,61,L23-CBI0852-1F,13.42358,101.10965,180,30,33163,38852,25,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,62,L23-CBI0852-2F,13.42358,101.10965,180,30,33163,39050,25,520,17
LTE,CBI0852,500492,CBI0852-L23,WAT BAN RAI SCHOOL,63,L23-CBI0852-3F,13.42358,101.10965,180,30,33163,39248,25,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,41,L23-RYG0331-1D,12.67868,101.26529,240,30,33122,38852,244,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,42,L23-RYG0331-2D,12.67868,101.26529,240,30,33122,39050,244,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,43,L23-RYG0331-3D,12.67868,101.26529,240,30,33122,39248,244,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,51,L23-RYG0331-1E,12.67868,101.26529,310,30,33122,38852,243,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,51,L23-CBI0162-1E,13.1777974,100.9390056,240,30,33091,38852,24,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,53,L23-CBI0162-3E,13.1777974,100.9390056,240,30,33091,39248,24,520,17
LTE,CBI0162,500203,CBI0162-L23,BANKAOTANGON,61,L23-CBI0162-1F,13.1777974,100.9390056,300,30,33091,38852,25,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,52,L23-RYG0331-2E,12.67868,101.26529,310,30,33122,39050,243,520,17
LTE,RYG0331,500747,RYG0331-L23,YINDEE COURT HOTEL,53,L23-RYG0331-3E,12.67868,101.26529,310,30,33122,39248,243,520,17
LTE,RYG0339,500751,RYG0339-L23,WAT KHAO PHO,41,L23-RYG0339-1D,12.824722,101.211944,300,30,33121,38852,31,520,17
LTE,RYG0339,500751,RYG0339-L23,WAT KHAO PHO,42,L23-RYG0339-2D,12.824722,101.211944,300,30,33121,39050,31,520,17
LTE,RYG0339,500751,RYG0339-L23,WAT KHAO PHO,43,L23-RYG0339-3D,12.824722,101.211944,300,30,33121,39248,31,520,17
LTE,CBR1227,501023,CBI1227-L23,THE POND ENTRANCE,41,L23-CBI1227-1D,13.439722,101.080277,270,30,33163,38852,78,520,17
LTE,CBR1227,501023,CBI1227-L23,THE POND ENTRANCE,42,L23-CBI1227-2D,13.439722,101.080277,270,30,33163,39050,78,520,17
LTE,CBR1227,501023,CBI1227-L23,THE POND ENTRANCE,43,L23-CBI1227-3D,13.439722,101.080277,270,30,33163,39248,78,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,41,L23-CBI0426-1D,12.974337,100.9179047,190,30,33081,38852,237,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,42,L23-CBI0426-2D,12.974337,100.9179047,190,30,33081,39050,237,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,43,L23-CBI0426-3D,12.974337,100.9179047,190,30,33081,39248,237,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,51,L23-CBI0426-1E,12.974337,100.9179047,260,30,33081,38852,238,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,52,L23-CBI0426-2E,12.974337,100.9179047,260,30,33081,39050,238,520,17
LTE,CBI0426,500346,CBI0426-L23,MARYVITSCHOOL,53,L23-CBI0426-3E,12.974337,100.9179047,260,30,33081,39248,238,520,17
LTE,RYG0105,500651,RYG0105-L23,MAPTAPUT_PORT,71,L23-RYG0105-1G,12.677777,101.138333,290,30,33082,38852,143,520,17
LTE,RYG0105,500651,RYG0105-L23,MAPTAPUT_PORT,72,L23-RYG0105-2G,12.677777,101.138333,290,30,33082,39050,143,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,51,L23-RYG0003-1E,12.71796357,101.0499459,220,30,33082,38852,334,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,52,L23-RYG0003-2E,12.71796357,101.0499459,220,30,33082,39050,334,520,17
LTE,RYG0003,500571,RYG0003-L23,BAN_CHANG,53,L23-RYG0003-3E,12.71796357,101.0499459,220,30,33082,39248,334,520,17
LTE,RYG0105,500651,RYG0105-L23,MAPTAPUT_PORT,73,L23-RYG0105-3G,12.677777,101.138333,290,30,33082,39248,143,520,17
LTE,RYG0127,500668,RYG0127-L23,BAN_YAYRAA,51,L23-RYG0127-1E,12.75264456,101.038947,280,30,33082,38852,81,520,17
LTE,RYG0127,500668,RYG0127-L23,BAN_YAYRAA,52,L23-RYG0127-2E,12.75264456,101.038947,280,30,33082,39050,81,520,17
LTE,RYG0127,500668,RYG0127-L23,BAN_YAYRAA,53,L23-RYG0127-3E,12.75264456,101.038947,280,30,33082,39248,81,520,17
LTE,RYG0619,501751,RYG0619-L23,PLUAK DAENG PLAZA,41,L23-RYG0619-1D,12.98421,101.2092,230,30,33092,38852,109,520,17
LTE,RYG0619,501751,RYG0619-L23,PLUAK DAENG PLAZA,42,L23-RYG0619-2D,12.98421,101.2092,230,30,33092,39050,109,520,17
LTE,RYG0619,501751,RYG0619-L23,PLUAK DAENG PLAZA,43,L23-RYG0619-3D,12.98421,101.2092,230,30,33092,39248,109,520,17
LTE,CBI0275,500281,CBI0275-L23,PAKKLONG,41,L23-CBI0275-1D,12.851944,100.900555,180,30,33083,38852,214,520,17
LTE,CBI0275,500281,CBI0275-L23,PAKKLONG,42,L23-CBI0275-2D,12.851944,100.900555,180,30,33083,39050,214,520,17
LTE,CBI0275,500281,CBI0275-L23,PAKKLONG,43,L23-CBI0275-3D,12.851944,100.900555,180,30,33083,39248,214,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,51,L23-CBI0142-1E,13.10199823,100.9686137,240,30,33091,38852,364,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,52,L23-CBI0142-2E,13.10199823,100.9686137,240,30,33091,39050,364,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,53,L23-CBI0142-3E,13.10199823,100.9686137,240,30,33091,39248,364,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,61,L23-CBI0142-1F,13.10199823,100.9686137,300,30,33091,38852,365,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,62,L23-CBI0142-2F,13.10199823,100.9686137,300,30,33091,39050,365,520,17
LTE,CBI0142,500557,CBI0142-L23,SRIPACHANAMARKET,63,L23-CBI0142-3F,13.10199823,100.9686137,300,30,33091,39248,365,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,41,L23-CBI1047-1D,12.76196,100.89018,250,30,33083,38852,156,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,42,L23-CBI1047-2D,12.76196,100.89018,250,30,33083,39050,156,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,43,L23-CBI1047-3D,12.76196,100.89018,250,30,33083,39248,156,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,51,L23-CBI1047-1E,12.76196,100.89018,310,30,33083,38852,157,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,52,L23-CBI1047-2E,12.76196,100.89018,310,30,33083,39050,157,520,17
LTE,CBI1047,501186,CBI1047-L23,WAT BANG SARE KONG KA RAM,53,L23-CBI1047-3E,12.76196,100.89018,310,30,33083,39248,157,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,61,L23-CBI0422-1F,13.299746,101.158976,250,30,33163,38852,207,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,62,L23-CBI0422-2F,13.299746,101.158976,250,30,33163,39050,207,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,63,L23-CBI0422-3F,13.299746,101.158976,250,30,33163,39248,207,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,71,L23-CBI0422-1G,13.299746,101.158976,330,30,33163,38852,276,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,72,L23-CBI0422-2G,13.299746,101.158976,330,30,33163,39050,276,520,17
LTE,CBI0422,500813,CBI0422-L23,CBI_TECHNICAL,73,L23-CBI0422-3G,13.299746,101.158976,330,30,33163,39248,276,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,11,L23-RYG0695-1A,12.646615,101.159978,30,30,33082,38852,394,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,12,L23-RYG0695-2A,12.646615,101.159978,30,30,33082,39050,394,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,13,L23-RYG0695-3A,12.646615,101.159978,30,30,33082,39248,394,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,21,L23-RYG0695-1B,12.646615,101.159978,60,30,33082,38852,393,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,22,L23-RYG0695-2B,12.646615,101.159978,60,30,33082,39050,393,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,23,L23-RYG0695-3B,12.646615,101.159978,60,30,33082,39248,393,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,31,L23-RYG0695-1C,12.646615,101.159978,110,30,33082,38852,205,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,32,L23-RYG0695-2C,12.646615,101.159978,110,30,33082,39050,205,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,33,L23-RYG0695-3C,12.646615,101.159978,110,30,33082,39248,205,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,41,L23-RYG0695-1D,12.646615,101.159978,170,30,33082,38852,171,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,42,L23-RYG0695-2D,12.646615,101.159978,170,30,33082,39050,171,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,43,L23-RYG0695-3D,12.646615,101.159978,170,30,33082,39248,171,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,51,L23-RYG0695-1E,12.646615,101.159978,180,30,33082,38852,173,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,52,L23-RYG0695-2E,12.646615,101.159978,180,30,33082,39050,173,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,53,L23-RYG0695-3E,12.646615,101.159978,180,30,33082,39248,173,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,61,L23-RYG0695-1F,12.646615,101.159978,240,30,33082,38852,172,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,62,L23-RYG0695-2F,12.646615,101.159978,240,30,33082,39050,172,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,63,L23-RYG0695-3F,12.646615,101.159978,240,30,33082,39248,172,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,71,L23-RYG0695-1G,12.646615,101.159978,280,30,33082,38852,395,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,72,L23-RYG0695-2G,12.646615,101.159978,280,30,33082,39050,395,520,17
LTE,CBI1273,502331,CBI1273-L23,SOI ALLIED,21,L23-CBI1273-1B,13.0637,101.0877,170,30,33092,38852,103,520,17
LTE,CBI1273,502331,CBI1273-L23,SOI ALLIED,22,L23-CBI1273-2B,13.0637,101.0877,170,30,33092,39050,103,520,17
LTE,CBI1273,502331,CBI1273-L23,SOI ALLIED,23,L23-CBI1273-3B,13.0637,101.0877,170,30,33092,39248,103,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,73,L23-RYG0695-3G,12.646615,101.159978,280,30,33082,39248,395,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,81,L23-RYG0695-1H,12.646615,101.159978,340,30,33082,38852,204,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,82,L23-RYG0695-2H,12.646615,101.159978,340,30,33082,39050,204,520,17
LTE,RYG0695,502322,RYG0695-L23,BLCP POWER LIMITED,83,L23-RYG0695-3H,12.646615,101.159978,340,30,33082,39248,204,520,17
LTE,RYG0429,500960,RYG0429-L23,SUKHUMVIT 62 ROAD,51,L23-RYG0429-1E,12.68749,101.20389,330,30,33122,38852,108,520,17
LTE,RYG0429,500960,RYG0429-L23,SUKHUMVIT 62 ROAD,52,L23-RYG0429-2E,12.68749,101.20389,330,30,33122,39050,108,520,17
LTE,RYG0429,500960,RYG0429-L23,SUKHUMVIT 62 ROAD,53,L23-RYG0429-3E,12.68749,101.20389,330,30,33122,39248,108,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,51,L23-CBI0092-1E,13.074444,100.935277,180,30,33091,38852,41,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,52,L23-CBI0092-2E,13.074444,100.935277,180,30,33091,39050,41,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,53,L23-CBI0092-3E,13.074444,100.935277,180,30,33091,39248,41,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,61,L23-CBI0092-1F,13.074444,100.935277,240,30,33091,38852,40,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,62,L23-CBI0092-2F,13.074444,100.935277,240,30,33091,39050,40,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,63,L23-CBI0092-3F,13.074444,100.935277,240,30,33091,39248,40,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,71,L23-CBI0092-1G,13.074444,100.935277,300,30,33091,38852,39,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,72,L23-CBI0092-2G,13.074444,100.935277,300,30,33091,39050,39,520,17
LTE,CBI0092,500164,CBI0092-L23,KEHA_LAEMCHABANG,73,L23-CBI0092-3G,13.074444,100.935277,300,30,33091,39248,39,520,17
LTE,CBI0880,501143,CBI0880-L23,EASTINY PARK1,52,L23-CBI0880-2E,13.064722,100.994444,290,30,33091,39050,286,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,41,L23-CBI0074-1D,12.667777,100.932777,200,30,33082,38852,374,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,42,L23-CBI0074-2D,12.667777,100.932777,200,30,33082,39050,374,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,43,L23-CBI0074-3D,12.667777,100.932777,200,30,33082,39248,374,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,51,L23-CBI0074-1E,12.667777,100.932777,260,30,33082,38852,373,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,52,L23-CBI0074-2E,12.667777,100.932777,260,30,33082,39050,373,520,17
LTE,CBI0074,500150,CBI0074-L23,RATCHANAVY_STADI,53,L23-CBI0074-3E,12.667777,100.932777,260,30,33082,39248,373,520,17
LTE,CBI0514,500383,CBI0514-L23,MIDSUMPAN ROAD,41,L23-CBI0514-1D,13.330725,100.935497,270,30,33162,38852,297,520,17
LTE,CBI0514,500383,CBI0514-L23,MIDSUMPAN ROAD,42,L23-CBI0514-2D,13.330725,100.935497,270,30,33162,39050,297,520,17
LTE,CBI0514,500383,CBI0514-L23,MIDSUMPAN ROAD,43,L23-CBI0514-3D,13.330725,100.935497,270,30,33162,39248,297,520,17
