SYSTEM,SITE,LAT,LON,CELL_NAME,CID,ENBID,DIR,ANT_BW,TAC,EUARFCN,PCI,MCC,MNC
LTE,CBI0770-L23,13.14609,100.97815,L23-CBI0770-3C,33,313526,140,30,33091,39248,98,520,17
LTE,CBI0770-L23,13.14609,100.97815,L23-CBI0770-2C,32,313526,140,30,33091,39050,98,520,17
LTE,CBI0770F-L23,13.14609,100.97815,L23-CBI0770-2D,42,313534,230,30,33091,39050,96,520,17
LTE,CBI0770F-L23,13.14609,100.97815,L23-CBI0770-3D,43,313534,230,30,33091,39248,96,520,17
LTE,CBI0770F-L23,13.14609,100.97815,L23-CBI0770-1D,41,313534,230,30,33091,38852,96,520,17
LTE,CBI0964D-L23,13.140833,100.939166,L23-CBI0964-3A,13,312828,20,30,33091,39248,69,520,17
LTE,CBI0964D-L23,13.140833,100.939166,L23-CBI0964-1A,11,312828,20,30,33091,38852,69,520,17
LTE,CBI0964D-L23,13.140833,100.939166,L23-CBI0964-2A,12,312828,20,30,33091,39050,69,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-2B,22,312829,130,30,33091,39050,70,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-1B,21,312829,130,30,33091,38852,70,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-3B,23,312829,130,30,33091,39248,70,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-3C,33,312829,230,30,33091,39248,71,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-1C,31,312829,230,30,33091,38852,21,520,17
LTE,CBI0964-L23,13.140833,100.939166,L23-CBI0964-2C,32,312829,230,30,33091,39050,71,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-3A,13,313976,330,30,33161,39248,175,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-1A,11,313976,330,30,33161,38852,175,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-2A,12,313976,330,30,33161,39050,175,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-2B,22,313976,0,30,33161,39050,105,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-1B,21,313976,0,30,33161,38852,105,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-3B,23,313976,0,30,33161,39248,105,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-3C,33,313976,30,30,33161,39248,35,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-1C,31,313976,30,30,33161,38852,35,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-2C,32,313976,30,30,33161,39050,35,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-2D,42,313976,90,30,33161,39050,156,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-1D,41,313976,90,30,33161,38852,156,520,17
LTE,CBI0067-L23,13.36414,100.986556,L23-CBI0067-3D,43,313976,90,30,33161,39248,156,520,17
LTE,CBI0610E-L23,13.08774,100.96732,L23-CBI0610-1A,11,314119,30,30,33091,38852,135,520,17
LTE,CBI0610E-L23,13.08774,100.96732,L23-CBI0610-2A,12,314119,30,30,33091,39050,135,520,17
LTE,CBI0610E-L23,13.08774,100.96732,L23-CBI0610-3A,13,314119,30,30,33091,39248,135,520,17
LTE,CBI0610D-L23,13.08774,100.96732,L23-CBI0610-3B,23,313499,120,30,33091,39248,137,520,17
LTE,CBI0610D-L23,13.08774,100.96732,L23-CBI0610-2B,22,313499,120,30,33091,39050,137,520,17
LTE,CBI0610D-L23,13.08774,100.96732,L23-CBI0610-1B,21,313499,120,30,33091,38852,137,520,17
LTE,CBI0610-L23,13.08774,100.96732,L23-CBI0610-1C,31,313478,300,30,33091,38852,136,520,17
LTE,CBI0610-L23,13.08774,100.96732,L23-CBI0610-2C,32,313478,300,30,33091,39050,136,520,17
LTE,CBI0610-L23,13.08774,100.96732,L23-CBI0610-3C,33,313478,300,30,33091,39248,136,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-3A,13,313664,60,30,33081,39248,37,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-2A,12,313664,60,30,33081,39050,37,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-1A,11,313664,60,30,33081,38852,37,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-1B,21,313664,180,30,33081,38852,93,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-2B,22,313664,180,30,33081,39050,93,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-3B,23,313664,180,30,33081,39248,93,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-2D,42,313664,320,30,33081,39050,18,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-3D,43,313664,320,30,33081,39248,18,520,17
LTE,CBI0821-L23,12.95382,100.89052,L23-CBI0821-1D,41,313664,320,30,33081,38852,18,520,17
LTE,CBI0038D-L23,13.12428161,100.9872142,L23-CBI0038-1A,11,312712,0,30,33091,38852,88,520,17
LTE,CBI0038D-L23,13.12428161,100.9872142,L23-CBI0038-2A,12,312712,0,30,33091,39050,88,520,17
LTE,CBI0038D-L23,13.12428161,100.9872142,L23-CBI0038-3A,13,312712,0,30,33091,39248,88,520,17
LTE,CBI0038E-L23,13.12428161,100.9872142,L23-CBI0038-3B,23,312713,120,30,33091,39248,87,520,17
LTE,CBI0038E-L23,13.12428161,100.9872142,L23-CBI0038-2B,22,312713,120,30,33091,39050,87,520,17
LTE,CBI0038E-L23,13.12428161,100.9872142,L23-CBI0038-1B,21,312713,120,30,33091,38852,87,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-1C,31,312701,210,30,33091,38852,52,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-2C,32,312701,210,30,33091,39050,52,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-3C,33,312701,210,30,33091,39248,52,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-3D,43,312701,270,30,33091,39248,89,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-2D,42,312701,270,30,33091,39050,89,520,17
LTE,CBI0038-L23,13.12428161,100.9872142,L23-CBI0038-1D,41,312701,270,30,33091,38852,89,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-1A,11,312630,30,30,33092,38852,189,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-2A,12,312630,30,30,33092,39050,189,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-3A,13,312630,30,30,33092,39248,189,520,17
LTE,CBI0243D-L23,13.104177,101.071384,L23-CBI0243-3B,23,312628,150,30,33092,39248,191,520,17
LTE,CBI0243D-L23,13.104177,101.071384,L23-CBI0243-2B,22,312628,150,30,33092,39050,191,520,17
LTE,CBI0243D-L23,13.104177,101.071384,L23-CBI0243-1B,21,312628,150,30,33092,38852,191,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-1C,31,312630,220,30,33092,38852,190,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-2C,32,312630,220,30,33092,39050,190,520,17
LTE,CBI0243-L23,13.104177,101.071384,L23-CBI0243-3C,33,312630,220,30,33092,39248,190,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-1A,11,313387,0,30,33163,38852,92,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-2A,12,313387,0,30,33163,39050,92,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-3A,13,313387,0,30,33163,39248,92,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-3B,23,313387,50,30,33163,39248,223,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-2B,22,313387,50,30,33163,39050,223,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-1B,21,313387,50,30,33163,38852,223,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-1C,31,313387,120,30,33163,38852,90,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-2C,32,313387,120,30,33163,39050,90,520,17
LTE,CBI0315-L23,13.38563461,101.0298988,L23-CBI0315-3C,33,313387,120,30,33163,39248,90,520,17
LTE,CBI0437D-L23,13.288701,100.92153,L23-CBI0437-2A,12,313498,330,30,33162,39050,356,520,17
LTE,CBI0437D-L23,13.288701,100.92153,L23-CBI0437-1A,11,313498,330,30,33162,38852,356,520,17
LTE,CBI0437D-L23,13.288701,100.92153,L23-CBI0437-3A,13,313498,330,30,33162,39248,356,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-3B,23,313482,100,30,33162,39248,355,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-1B,21,313482,100,30,33162,38852,355,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-2B,22,313482,100,30,33162,39050,355,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-2C,32,313482,210,30,33162,39050,354,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-1C,31,313482,210,30,33162,38852,354,520,17
LTE,CBI0437-L23,13.288701,100.92153,L23-CBI0437-3C,33,313482,210,30,33162,39248,354,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-1A,11,313440,340,30,33163,38852,2,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-2A,12,313440,340,30,33163,39050,2,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-3A,13,313440,340,30,33163,39248,2,520,17
LTE,CBI0600D-L23,13.31903,101.1042,L23-CBI0600-3B,23,313450,70,30,33163,39248,324,520,17
LTE,CBI0600D-L23,13.31903,101.1042,L23-CBI0600-2B,22,313450,70,30,33163,39050,324,520,17
LTE,CBI0600D-L23,13.31903,101.1042,L23-CBI0600-1B,21,313450,70,30,33163,38852,324,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-1C,31,313440,160,30,33163,38852,326,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-2C,32,313440,160,30,33163,39050,326,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-3C,33,313440,160,30,33163,39248,326,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-3D,43,313440,250,30,33163,39248,325,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-2D,42,313440,250,30,33163,39050,325,520,17
LTE,CBI0600-L23,13.31903,101.1042,L23-CBI0600-1D,41,313440,250,30,33163,38852,325,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-1A,11,313977,330,30,33091,38852,9,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-2A,12,313977,330,30,33091,39050,9,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-3A,13,313977,330,30,33091,39248,9,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-3B,23,313977,0,30,33091,39248,11,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-2B,22,313977,0,30,33091,39050,11,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-1B,21,313977,0,30,33091,38852,11,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-1C,31,313977,30,30,33091,38852,10,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-2C,32,313977,30,30,33091,39050,10,520,17
LTE,CBI0632-L23,13.121944,100.916944,L23-CBI0632-3C,33,313977,30,30,33091,39248,10,520,17
LTE,CBI0838-L23,13.39479,101.03752,L23-CBI0838-1A,11,313483,20,30,33163,38852,107,520,17
LTE,CBI0838-L23,13.39479,101.03752,L23-CBI0838-3A,13,313483,20,30,33163,39248,107,520,17
LTE,CBI0838-L23,13.39479,101.03752,L23-CBI0838-2A,12,313483,20,30,33163,39050,107,520,17
LTE,CBI0838D-L23,13.39479,101.03752,L23-CBI0838-2B,22,313500,110,30,33163,39050,106,520,17
LTE,CBI0838D-L23,13.39479,101.03752,L23-CBI0838-3B,23,313500,110,30,33163,39248,106,520,17
LTE,CBI0838D-L23,13.39479,101.03752,L23-CBI0838-1B,21,313500,110,30,33163,38852,106,520,17
LTE,CBI0838E-L23,13.39479,101.03752,L23-CBI0838-1C,31,313501,200,30,33163,38852,105,520,17
LTE,CBI0838E-L23,13.39479,101.03752,L23-CBI0838-3C,33,313501,200,30,33163,39248,105,520,17
LTE,CBI0838E-L23,13.39479,101.03752,L23-CBI0838-2C,32,313501,200,30,33163,39050,105,520,17
LTE,CBI0838F-L23,13.39479,101.03752,L23-CBI0838-2D,42,313502,290,30,33163,39050,145,520,17
LTE,CBI0838F-L23,13.39479,101.03752,L23-CBI0838-3D,43,313502,290,30,33163,39248,145,520,17
LTE,CBI0838F-L23,13.39479,101.03752,L23-CBI0838-1D,41,313502,290,30,33163,38852,145,520,17
LTE,CBI0951-L23,13.09272,100.92856,L23-CBI0951-1A,11,312703,30,30,33091,38852,379,520,17
LTE,CBI0951-L23,13.09272,100.92856,L23-CBI0951-3A,13,312703,30,30,33091,39248,379,520,17
LTE,CBI0951-L23,13.09272,100.92856,L23-CBI0951-2A,12,312703,30,30,33091,39050,379,520,17
LTE,CBI0951D-L23,13.09272,100.92856,L23-CBI0951-2B,22,312717,120,30,33091,39050,380,520,17
LTE,CBI0951D-L23,13.09272,100.92856,L23-CBI0951-3B,23,312717,120,30,33091,39248,380,520,17
LTE,CBI0951D-L23,13.09272,100.92856,L23-CBI0951-1B,21,312717,120,30,33091,38852,380,520,17
LTE,CBI0951E-L23,13.09272,100.92856,L23-CBI0951-1C,31,312718,210,30,33091,38852,378,520,17
LTE,CBI0951E-L23,13.09272,100.92856,L23-CBI0951-3C,33,312718,210,30,33091,39248,378,520,17
LTE,CBI0951E-L23,13.09272,100.92856,L23-CBI0951-2C,32,312718,210,30,33091,39050,378,520,17
LTE,CBI0951F-L23,13.09272,100.92856,L23-CBI0951-2D,42,312719,300,30,33091,39050,146,520,17
LTE,CBI0951F-L23,13.09272,100.92856,L23-CBI0951-3D,43,312719,300,30,33091,39248,146,520,17
LTE,CBI0951F-L23,13.09272,100.92856,L23-CBI0951-1D,41,312719,300,30,33091,38852,146,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-1A,11,312797,10,30,33091,38852,3,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-2A,12,312797,10,30,33091,39050,3,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-3A,13,312797,10,30,33091,39248,3,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-3B,23,312797,70,30,33091,39248,5,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-2B,22,312797,70,30,33091,39050,5,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-1B,21,312797,70,30,33091,38852,5,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-1D,41,312797,210,30,33091,38852,254,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-2D,42,312797,210,30,33091,39050,254,520,17
LTE,CBI0106-L23,13.13250155,100.9406167,L23-CBI0106-3D,43,312797,210,30,33091,39248,254,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-1A,11,313382,0,30,33092,38852,100,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-2A,12,313382,0,30,33092,39050,100,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-3A,13,313382,0,30,33092,39248,100,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-3B,23,313382,60,30,33092,39248,101,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-2B,22,313382,60,30,33092,39050,101,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-1B,21,313382,60,30,33092,38852,101,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-1C,31,313382,120,30,33092,38852,99,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-2C,32,313382,120,30,33092,39050,99,520,17
LTE,CBI0018-L23,13.24203,101.21226,L23-CBI0018-3C,33,313382,120,30,33092,39248,99,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-1A,11,313823,0,30,33091,38852,385,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-2A,12,313823,0,30,33091,39050,385,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-3A,13,313823,0,30,33091,39248,385,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-3B,23,313823,60,30,33091,39248,317,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-2B,22,313823,60,30,33091,39050,317,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-1B,21,313823,60,30,33091,38852,317,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-1C,31,313823,150,30,33091,38852,384,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-2C,32,313823,150,30,33091,39050,384,520,17
LTE,CBI0048-L23,13.075555,100.908055,L23-CBI0048-3C,33,313823,150,30,33091,39248,384,520,17
LTE,CBI0064D-L23,13.330833,100.922222,L23-CBI0064-1A,11,313445,30,30,33162,38852,403,520,17
LTE,CBI0064D-L23,13.330833,100.922222,L23-CBI0064-2A,12,313445,30,30,33162,39050,403,520,17
LTE,CBI0064D-L23,13.330833,100.922222,L23-CBI0064-3A,13,313445,30,30,33162,39248,403,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-3B,23,313437,110,30,33162,39248,402,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-2B,22,313437,110,30,33162,39050,402,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-1B,21,313437,110,30,33162,38852,402,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-1C,31,313437,190,30,33162,38852,31,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-2C,32,313437,190,30,33162,39050,31,520,17
LTE,CBI0064-L23,13.330833,100.922222,L23-CBI0064-3C,33,313437,190,30,33162,39248,31,520,17
LTE,CBI0525D-L23,13.084166,100.978611,L23-CBI0525-1A,11,312775,0,30,33091,38852,35,520,17
LTE,CBI0525D-L23,13.084166,100.978611,L23-CBI0525-2A,12,312775,0,30,33091,39050,35,520,17
LTE,CBI0525D-L23,13.084166,100.978611,L23-CBI0525-3A,13,312775,0,30,33091,39248,35,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-3B,23,312776,90,30,33091,39248,33,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-2B,22,312776,90,30,33091,39050,33,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-1B,21,312776,90,30,33091,38852,33,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-1C,31,312776,180,30,33091,38852,34,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-2C,32,312776,180,30,33091,39050,34,520,17
LTE,CBI0525-L23,13.084166,100.978611,L23-CBI0525-3C,33,312776,180,30,33091,39248,34,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-1A,11,313793,350,30,33092,38852,210,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-2A,12,313793,350,30,33092,39050,210,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-3A,13,313793,350,30,33092,39248,210,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-3B,23,313793,45,30,33092,39248,71,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-2B,22,313793,45,30,33092,39050,71,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-1B,21,313793,45,30,33092,38852,71,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-1C,31,313793,145,30,33092,38852,70,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-2C,32,313793,145,30,33092,39050,70,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-3C,33,313793,145,30,33092,39248,70,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-3D,43,313793,240,30,33092,39248,69,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-2D,42,313793,240,30,33092,39050,69,520,17
LTE,CBI0019-L23,13.12063448,101.162636,L23-CBI0019-1D,41,313793,240,30,33092,38852,69,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-2A,12,314070,0,30,33161,39050,165,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-1A,11,314070,0,30,33161,38852,165,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-3A,13,314070,0,30,33161,39248,165,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-3B,23,314070,30,30,33161,39248,166,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-1B,21,314070,30,30,33161,38852,166,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-2B,22,314070,30,30,33161,39050,166,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-2C,32,314070,60,30,33161,39050,167,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-1C,31,314070,60,30,33161,38852,167,520,17
LTE,CBI0037-L23,13.358888,100.979444,L23-CBI0037-3C,33,314070,60,30,33161,39248,167,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-3A,13,313383,350,30,33083,39248,163,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-1A,11,313383,350,30,33083,38852,163,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-2A,12,313383,350,30,33083,39050,163,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-2B,22,313383,120,30,33083,39050,134,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-1B,21,313383,120,30,33083,38852,134,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-3B,23,313383,120,30,33083,39248,134,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-3C,33,313383,210,30,33083,39248,133,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-1C,31,313383,210,30,33083,38852,133,520,17
LTE,CBI0081-L23,12.950277,101.0475,L23-CBI0081-2C,32,313383,210,30,33083,39050,133,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-1A,11,313643,320,30,33083,38852,303,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-2A,12,313643,320,30,33083,39050,303,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-3A,13,313643,320,30,33083,39248,303,520,17
LTE,CBI0116D-L23,12.944341,100.939586,L23-CBI0116-3B,23,313650,40,30,33083,39248,304,520,17
LTE,CBI0116D-L23,12.944341,100.939586,L23-CBI0116-2B,22,313650,40,30,33083,39050,304,520,17
LTE,CBI0116D-L23,12.944341,100.939586,L23-CBI0116-1B,21,313650,40,30,33083,38852,304,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-1C,31,313643,140,30,33083,38852,305,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-2C,32,313643,140,30,33083,39050,305,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-3C,33,313643,140,30,33083,39248,305,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-3D,43,313643,230,30,33083,39248,289,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-2D,42,313643,230,30,33083,39050,289,520,17
LTE,CBI0116-L23,12.944341,100.939586,L23-CBI0116-1D,41,313643,230,30,33083,38852,289,520,17
LTE,CBI0164D-L23,13.095633,100.958999,L23-CBI0164-3A,13,313492,340,30,33091,39248,203,520,17
LTE,CBI0164D-L23,13.095633,100.958999,L23-CBI0164-1A,11,313492,340,30,33091,38852,203,520,17
LTE,CBI0164D-L23,13.095633,100.958999,L23-CBI0164-2A,12,313492,340,30,33091,39050,203,520,17
LTE,CBI0164E-L23,13.095633,100.958999,L23-CBI0164-2B,22,313493,70,30,33091,39050,84,520,17
LTE,CBI0164E-L23,13.095633,100.958999,L23-CBI0164-1B,21,313493,70,30,33091,38852,84,520,17
LTE,CBI0164E-L23,13.095633,100.958999,L23-CBI0164-3B,23,313493,70,30,33091,39248,84,520,17
LTE,CBI0164-L23,13.095633,100.958999,L23-CBI0164-3C,33,313479,150,30,33091,39248,67,520,17
LTE,CBI0164-L23,13.095633,100.958999,L23-CBI0164-1C,31,313479,150,30,33091,38852,67,520,17
LTE,CBI0164-L23,13.095633,100.958999,L23-CBI0164-2C,32,313479,150,30,33091,39050,67,520,17
LTE,CBI0215-L23,13.444327,101.150107,L23-CBI0215-1A,11,312669,30,30,33033,38852,11,520,17
LTE,CBI0215-L23,13.444327,101.150107,L23-CBI0215-3A,13,312669,30,30,33033,39248,11,520,17
LTE,CBI0215-L23,13.444327,101.150107,L23-CBI0215-2A,12,312669,30,30,33033,39050,11,520,17
LTE,CBI0215D-L23,13.444327,101.150107,L23-CBI0215-2B,22,312670,150,30,33033,39050,10,520,17
LTE,CBI0215D-L23,13.444327,101.150107,L23-CBI0215-3B,23,312670,150,30,33033,39248,10,520,17
LTE,CBI0215D-L23,13.444327,101.150107,L23-CBI0215-1B,21,312670,150,30,33033,38852,10,520,17
LTE,CBI0215E-L23,13.444327,101.150107,L23-CBI0215-1C,31,312676,260,30,33033,38852,9,520,17
LTE,CBI0215E-L23,13.444327,101.150107,L23-CBI0215-3C,33,312676,260,30,33033,39248,9,520,17
LTE,CBI0215E-L23,13.444327,101.150107,L23-CBI0215-2C,32,312676,260,30,33033,39050,9,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-1A,11,312652,10,30,33162,38852,336,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-2A,12,312652,10,30,33162,39050,336,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-3A,13,312652,10,30,33162,39248,336,520,17
LTE,CBI0230D-L23,13.29084216,100.9131446,L23-CBI0230-3B,23,312647,100,30,33162,39248,337,520,17
LTE,CBI0230D-L23,13.29084216,100.9131446,L23-CBI0230-2B,22,312647,100,30,33162,39050,337,520,17
LTE,CBI0230D-L23,13.29084216,100.9131446,L23-CBI0230-1B,21,312647,100,30,33162,38852,337,520,17
LTE,CBI0230E-L23,13.29084216,100.9131446,L23-CBI0230-1C,31,312648,190,30,33162,38852,338,520,17
LTE,CBI0230E-L23,13.29084216,100.9131446,L23-CBI0230-2C,32,312648,190,30,33162,39050,338,520,17
LTE,CBI0230E-L23,13.29084216,100.9131446,L23-CBI0230-3C,33,312648,190,30,33162,39248,338,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-3D,43,312652,280,30,33162,39248,340,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-2D,42,312652,280,30,33162,39050,340,520,17
LTE,CBI0230-L23,13.29084216,100.9131446,L23-CBI0230-1D,41,312652,280,30,33162,38852,340,520,17
